Status,Group,Channel Name,URL,Reason,LatencyMs
Alive,"BR – ENTRETENIMENTO","GLOBO BA TV BAHIA HD","http://up.kiwi/351921603109/34939156/296833","",4613
Dead,"BR – ENTRETENIMENTO","GLOBO BA TV BAHIA SD","http://up.kiwi/351921603109/34939156/296834","HTTP 404",1268
Dead,"BR – ENTRETENIMENTO","GLOBO EPTV SUL DE MINAS FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/71979.ts","No data (insufficient stream data: 235 bytes)",375
Dead,"BR – ENTRETENIMENTO","GLOBO EPTV SUL DE MINAS FHD [2]","http://tjtor8411.com:80/010794/FXz1sY/71979.ts","No data (insufficient stream data: 235 bytes)",384
Dead,"BR – ENTRETENIMENTO","GLOBO EPTV SUL DE MINAS SD","http://tjtor8411.com:80/Osiel123/Felicidade321/131201.ts","No data (insufficient stream data: 235 bytes)",339
Dead,"BR – ENTRETENIMENTO","GLOBO EPTV SUL DE MINAS SD [2]","http://tjtor8411.com:80/010794/FXz1sY/131201.ts","No data (insufficient stream data: 235 bytes)",395
Dead,"BR – ENTRETENIMENTO","GLOBO RPC TV GUARAPUAVA FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/306674.ts","No data (insufficient stream data: 235 bytes)",368
Dead,"BR – ENTRETENIMENTO","GLOBO RPC TV GUARAPUAVA HD","http://tjtor8411.com:80/Osiel123/Felicidade321/306675.ts","No data (insufficient stream data: 235 bytes)",376
Dead,"BR – ENTRETENIMENTO","GLOBO RPC TV GUARAPUAVA SD","http://tjtor8411.com:80/Osiel123/Felicidade321/306676.ts","No data (insufficient stream data: 235 bytes)",365
Alive,"BR – ENTRETENIMENTO","GLOBO SP TV FRONTEIRA PAULISTA HD","http://up.kiwi/351921603109/34939156/296733","",3301
Dead,"BR – ENTRETENIMENTO","GLOBO SP TV FRONTEIRA PAULISTA HD [2]","http://up.kiwi/351921603109/34939156/295858","HTTP 404",1220
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS","http://170.82.202.31/Viva/index.m3u8","Timeout",20022
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72428.ts","No data (insufficient stream data: 235 bytes)",291
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72428.ts","No data (insufficient stream data: 235 bytes)",311
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/72427.ts","No data (insufficient stream data: 235 bytes)",335
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS FHD [2]","http://tjtor8411.com:80/010794/FXz1sY/72427.ts","No data (insufficient stream data: 235 bytes)",378
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS FHD [3]","http://s2.micineovs.com/VIVA/index.m3u8?token=16FOTt9Ae2m8","Connection refused",46
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS H265","http://tjtor8411.com:80/Osiel123/Felicidade321/103450.ts","No data (insufficient stream data: 235 bytes)",328
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS H265 [2]","http://tjtor8411.com:80/010794/FXz1sY/103450.ts","No data (insufficient stream data: 235 bytes)",326
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS HD","http://tjtor8411.com:80/Osiel123/Felicidade321/72429.ts","No data (insufficient stream data: 235 bytes)",278
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS HD [2]","http://tjtor8411.com:80/010794/FXz1sY/72429.ts","No data (insufficient stream data: 235 bytes)",294
Alive,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS HD [3]","http://79.127.238.228:14455/","",1212
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS SD","http://tjtor8411.com:80/Osiel123/Felicidade321/72430.ts","No data (insufficient stream data: 235 bytes)",315
Dead,"BR – ENTRETENIMENTO","GLOBOPLAY NOVELAS SD [2]","http://tjtor8411.com:80/010794/FXz1sY/72430.ts","No data (insufficient stream data: 235 bytes)",320
Dead,"BR – ENTRETENIMENTO","GNT","http://170.82.202.31/GNT/index.m3u8","Timeout",20025
Dead,"BR – ENTRETENIMENTO","GNT [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72103.ts","No data (insufficient stream data: 235 bytes)",290
Dead,"BR – ENTRETENIMENTO","GNT [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72103.ts","No data (insufficient stream data: 235 bytes)",295
Dead,"BR – ENTRETENIMENTO","GNT FHD","http://up.kiwi/351921603109/34939156/296122","HTTP 404",1170
Dead,"BR – ENTRETENIMENTO","GNT FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72102.ts","No data (insufficient stream data: 235 bytes)",300
Dead,"BR – ENTRETENIMENTO","GNT FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72102.ts","No data (insufficient stream data: 235 bytes)",295
Alive,"BR – ENTRETENIMENTO","GNT H265","http://up.kiwi/351921603109/34939156/299673","",2123
Alive,"BR – ENTRETENIMENTO","GNT H265 [2]","http://up.kiwi/351921603109/34939156/552","",2937
Dead,"BR – ENTRETENIMENTO","GNT H265 [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/90638.ts","No data (insufficient stream data: 235 bytes)",288
Dead,"BR – ENTRETENIMENTO","GNT H265 [4]","http://tjtor8411.com:80/010794/FXz1sY/90638.ts","No data (insufficient stream data: 235 bytes)",293
Alive,"BR – ENTRETENIMENTO","GNT HD","http://up.kiwi/351921603109/34939156/554","",2422
Alive,"BR – ENTRETENIMENTO","GNT HD [2]","http://up.kiwi/351921603109/34939156/296121","",2298
Alive,"BR – ENTRETENIMENTO","GNT HD [3]","http://up.kiwi/351921603109/34939156/296135","",2150
Dead,"BR – ENTRETENIMENTO","GNT HD [4]","http://tjtor8411.com:80/Osiel123/Felicidade321/72104.ts","No data (insufficient stream data: 235 bytes)",260
Dead,"BR – ENTRETENIMENTO","GNT HD [5]","http://tjtor8411.com:80/010794/FXz1sY/72104.ts","No data (insufficient stream data: 235 bytes)",273
Geoblocked,"BR – ENTRETENIMENTO","GNT HD [6]","https://megaflix.mgfiles.lat/66cbaa53bbab307475353194e87d82fb/file.m3u8","HTTP 403",86
Alive,"BR – ENTRETENIMENTO","GNT SD","http://up.kiwi/351921603109/34939156/556","",3555
Alive,"BR – ENTRETENIMENTO","GNT SD [2]","http://up.kiwi/351921603109/34939156/296120","",3732
Alive,"BR – ENTRETENIMENTO","GNT SD [3]","http://up.kiwi/351921603109/34939156/296136","",2844
Dead,"BR – ENTRETENIMENTO","GNT SD [4]","http://tjtor8411.com:80/Osiel123/Felicidade321/131136.ts","No data (insufficient stream data: 235 bytes)",268
Dead,"BR – ENTRETENIMENTO","GNT SD [5]","http://tjtor8411.com:80/010794/FXz1sY/131136.ts","No data (insufficient stream data: 235 bytes)",261
Dead,"BR – ENTRETENIMENTO","GOGO PLAY","https://tgn.bozztv.com/ssh101/ssh101/gogoplay/playlist.m3u8","HTTP 404",474
Dead,"BR – ENTRETENIMENTO","HGTV [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72143.ts","No data (insufficient stream data: 235 bytes)",317
Dead,"BR – ENTRETENIMENTO","HGTV [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72143.ts","No data (insufficient stream data: 235 bytes)",313
Alive,"BR – ENTRETENIMENTO","HGTV FHD","http://up.kiwi/351921603109/34939156/665","",2232
Dead,"BR – ENTRETENIMENTO","HGTV FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72142.ts","No data (insufficient stream data: 235 bytes)",273
Dead,"BR – ENTRETENIMENTO","HGTV FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72142.ts","No data (insufficient stream data: 235 bytes)",277
Dead,"BR – ENTRETENIMENTO","HGTV H265","http://up.kiwi/351921603109/34939156/667","HTTP 404",1457
Dead,"BR – ENTRETENIMENTO","HGTV H265 [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/103493.ts","No data (insufficient stream data: 235 bytes)",255
Dead,"BR – ENTRETENIMENTO","HGTV H265 [3]","http://tjtor8411.com:80/010794/FXz1sY/103493.ts","No data (insufficient stream data: 235 bytes)",285
Alive,"BR – ENTRETENIMENTO","HGTV HD","http://up.kiwi/351921603109/34939156/296137","",2402
Dead,"BR – ENTRETENIMENTO","HGTV HD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72144.ts","No data (insufficient stream data: 235 bytes)",301
Dead,"BR – ENTRETENIMENTO","HGTV HD [3]","http://tjtor8411.com:80/010794/FXz1sY/72144.ts","No data (insufficient stream data: 235 bytes)",298
Alive,"BR – ENTRETENIMENTO","HGTV HD [4]","http://200.229.190.189:8001/play/a01b","",1560
Alive,"BR – ENTRETENIMENTO","HGTV SD","http://up.kiwi/351921603109/34939156/296138","",2311
Dead,"BR – ENTRETENIMENTO","HGTV SD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72145.ts","No data (insufficient stream data: 235 bytes)",314
Dead,"BR – ENTRETENIMENTO","HGTV SD [3]","http://tjtor8411.com:80/010794/FXz1sY/72145.ts","No data (insufficient stream data: 235 bytes)",336
Alive,"BR – ENTRETENIMENTO","HIP HOP VAI ALEM DA TV","https://stmv4.voxtvhd.com.br/carlosdavi6787/carlosdavi6787/playlist.m3u8","",628
Alive,"BR – ENTRETENIMENTO","ISTV","https://stmv1.srvstm.com/sistema7933/sistema7933/playlist.m3u8","",537
Alive,"BR – ENTRETENIMENTO","ISTV FHD","https://video08.logicahost.com.br/istvnacional/srt.stream/istvnacional.m3u8","",1918
Alive,"BR – ENTRETENIMENTO","L!KE","https://cnl-cl.otteravision.com/cnl/cl_h265/cl_h265.m3u8","",757
Dead,"BR – ENTRETENIMENTO","LABORAL TV","https://tv.laboralsst.com.br/hls/stream.m3u8","HTTP 218",1038
Dead,"BR – ENTRETENIMENTO","LASSTV","https://tv02.zas.media:1936/lasstv/lasstv/playlist.m3u8","HTTP 404",2060
Dead,"BR – ENTRETENIMENTO","LIDER TV","https://cdn-tiva-video08-logicahost-com-br.smartbit.co/lidertvssp/lidertvssp/playlist.m3u8","DNS failure",92
Dead,"BR – ENTRETENIMENTO","LIVE TV [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/192629.ts","No data (insufficient stream data: 235 bytes)",333
Dead,"BR – ENTRETENIMENTO","LIVE TV FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/192625.ts","No data (insufficient stream data: 235 bytes)",358
Dead,"BR – ENTRETENIMENTO","LIVE TV H265","http://tjtor8411.com:80/Osiel123/Felicidade321/192628.ts","No data (insufficient stream data: 235 bytes)",707
Dead,"BR – ENTRETENIMENTO","LIVE TV HD","http://tjtor8411.com:80/Osiel123/Felicidade321/192626.ts","No data (insufficient stream data: 235 bytes)",344
Dead,"BR – ENTRETENIMENTO","LIVE TV SD","http://tjtor8411.com:80/Osiel123/Felicidade321/192627.ts","No data (insufficient stream data: 235 bytes)",335
Alive,"BR – ENTRETENIMENTO","LOADING","https://stmv1.srvif.com/loadingtv/loadingtv/playlist.m3u8","",532
Dead,"BR – ENTRETENIMENTO","MAISUM","https://stream.ichibantv.com:3230/hybrid/play.m3u8","SSL/TLS error",838
Dead,"BR – ENTRETENIMENTO","MALHAÇÂO FAST","http://up.kiwi/351921603109/34939156/305217","HTTP 404",733
Alive,"BR – ENTRETENIMENTO","MALHAÇÃO FAST","https://dfr80qz435crc.cloudfront.net/EFGH/Amagi/Globo/Malhacao_Fast_BR/576p-vtt/index.m3u8","",315
Alive,"BR – ENTRETENIMENTO","MALHAÇÃO FAST "TCL"","https://amg00716-globo-amg00716c4-tcl-br-9499.playouts.now.amagi.tv/playlist.m3u8","",718
Dead,"BR – ENTRETENIMENTO","MBC BRASIL TV","https://play.mbcbrasil.tv.br/playlist.m3u8","No data (insufficient stream data: 196 bytes)",1289
Dead,"BR – ENTRETENIMENTO","MEGA TV HD","http://tjtor8411.com:80/Osiel123/Felicidade321/104925.ts","No data (insufficient stream data: 235 bytes)",407
Dead,"BR – ENTRETENIMENTO","MEGA TV HD [2]","http://tjtor8411.com:80/010794/FXz1sY/104925.ts","No data (insufficient stream data: 235 bytes)",246
Dead,"BR – ENTRETENIMENTO","MEGA TV SD","http://tjtor8411.com:80/Osiel123/Felicidade321/104926.ts","No data (insufficient stream data: 235 bytes)",300
Dead,"BR – ENTRETENIMENTO","MEGA TV SD [2]","http://tjtor8411.com:80/010794/FXz1sY/104926.ts","No data (insufficient stream data: 235 bytes)",270
Alive,"BR – ENTRETENIMENTO","MIAMI","https://jmp2.uk/plu-63eb9c5351f5d000085e8d7e.m3u8","",1099
Dead,"BR – ENTRETENIMENTO","MKK WEB TV","https://video01.logicahost.com.br/mkkwebtv/mkkwebtv/playlist.m3u8","HTTP 404",2702
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/72163.ts","No data (insufficient stream data: 235 bytes)",282
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/72163.ts","No data (insufficient stream data: 235 bytes)",337
Alive,"BR – ENTRETENIMENTO","MODO VIAGEM FHD","http://up.kiwi/351921603109/34939156/296128","",1634
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/72162.ts","No data (insufficient stream data: 235 bytes)",339
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM FHD [3]","http://tjtor8411.com:80/010794/FXz1sY/72162.ts","No data (insufficient stream data: 235 bytes)",257
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM H265","http://tjtor8411.com:80/Osiel123/Felicidade321/103488.ts","No data (insufficient stream data: 235 bytes)",326
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM H265 [2]","http://tjtor8411.com:80/010794/FXz1sY/103488.ts","No data (insufficient stream data: 235 bytes)",335
Alive,"BR – ENTRETENIMENTO","MODO VIAGEM HD","http://up.kiwi/351921603109/34939156/296127","",1745
Alive,"BR – ENTRETENIMENTO","MODO VIAGEM HD [2]","http://up.kiwi/351921603109/34939156/296141","",3710
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM HD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72164.ts","No data (insufficient stream data: 235 bytes)",206
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM HD [4]","http://tjtor8411.com:80/010794/FXz1sY/72164.ts","No data (insufficient stream data: 235 bytes)",237
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM SD","http://up.kiwi/351921603109/34939156/296126","HTTP 404",745
Alive,"BR – ENTRETENIMENTO","MODO VIAGEM SD [2]","http://up.kiwi/351921603109/34939156/296142","",2069
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM SD [3]","http://tjtor8411.com:80/Osiel123/Felicidade321/72165.ts","No data (insufficient stream data: 235 bytes)",301
Dead,"BR – ENTRETENIMENTO","MODO VIAGEM SD [4]","http://tjtor8411.com:80/010794/FXz1sY/72165.ts","No data (insufficient stream data: 235 bytes)",281
Alive,"BR – ENTRETENIMENTO","NOVA ERA TV","http://wz3.dnip.com.br:1935/novaeratv/novaeratv.sdp/live.m3u8","",804
Dead,"BR – ENTRETENIMENTO","OLHA TV","http://24.152.8.38:5001/live/olhatv/index.m3u8","HTTP 404",698
Alive,"BR – ENTRETENIMENTO","PEOPLE ARE AWESOME","https://jukin-peopleareawesome-2-br.samsung.wurl.tv/playlist.m3u8","",1057
Geoblocked,"BR – ENTRETENIMENTO","PIXTV","https://mpix05.tmwpix.com:6516/pix/pixtv_hi.m3u8","HTTP 403",1275
Alive,"BR – ENTRETENIMENTO","PLAY TV","http://45.162.64.114/PLAY_TV/index.m3u8","",1176
Alive,"BR – ENTRETENIMENTO","PLAY TV [2]","http://45.177.114.115/PLAY_TV/index.m3u8","",1201
Alive,"BR – ENTRETENIMENTO","PLAY TV [3]","http://168.197.104.22/PLAY_TV/index.m3u8","",1107
Alive,"BR – ENTRETENIMENTO","PLAY TV [4]","https://isaocorp.cloudecast.com/playtv/index.m3u8","",1580
Alive,"BR – ENTRETENIMENTO","PLAY TV H265","http://up.kiwi/351921603109/34939156/843","",2487
Dead,"BR – ENTRETENIMENTO","PLAY TV HD","http://up.kiwi/351921603109/34939156/844","HTTP 404",14171
Dead,"BR – ENTRETENIMENTO","PLAY TV SD","http://up.kiwi/351921603109/34939156/845","HTTP 404",678
Alive,"BR – ENTRETENIMENTO","PODPAH TV","https://ogc-ppah-samsungtvplus-br.otteravision.com/ogc/ppah/ppah.m3u8","",612
Dead,"BR – ENTRETENIMENTO","POLISHOP SD","http://up.kiwi/351921603109/34939156/857","HTTP 404",673
Alive,"BR – ENTRETENIMENTO","PORTATV","https://jmp2.uk/plu-69440d0611f6c6384ab78306.m3u8","",957
Alive,"BR – ENTRETENIMENTO","RAI SD","http://up.kiwi/351921603109/34939156/964","",1988
Alive,"BR – ENTRETENIMENTO","RECEITA FAST HD","https://dfr80qz435crc.cloudfront.net/EFGH/Amagi/Globo/Receitas_Fast_BR/Receitas_Fast.m3u8","",418
Dead,"BR – ENTRETENIMENTO","RECORDTV GUARARAPES FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/350072.ts","No data (insufficient stream data: 235 bytes)",206
Dead,"BR – ENTRETENIMENTO","RECORDTV GUARARAPES HD","http://tjtor8411.com:80/Osiel123/Felicidade321/350073.ts","No data (insufficient stream data: 235 bytes)",209
Dead,"BR – ENTRETENIMENTO","RECORDTV GUARARAPES SD","http://tjtor8411.com:80/Osiel123/Felicidade321/350074.ts","No data (insufficient stream data: 235 bytes)",216
Dead,"BR – ENTRETENIMENTO","RECORDTV PARAIBA TV CORREIO FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/350066.ts","No data (insufficient stream data: 235 bytes)",202
Dead,"BR – ENTRETENIMENTO","RECORDTV PARAIBA TV CORREIO HD","http://tjtor8411.com:80/Osiel123/Felicidade321/350067.ts","No data (insufficient stream data: 235 bytes)",211
Dead,"BR – ENTRETENIMENTO","RECORDTV PARAIBA TV CORREIO SD","http://tjtor8411.com:80/Osiel123/Felicidade321/350068.ts","No data (insufficient stream data: 235 bytes)",207
Dead,"BR – ENTRETENIMENTO","RECORDTV RORAIMA FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/350060.ts","No data (insufficient stream data: 235 bytes)",207
Dead,"BR – ENTRETENIMENTO","RECORDTV RORAIMA HD","http://tjtor8411.com:80/Osiel123/Felicidade321/350061.ts","No data (insufficient stream data: 235 bytes)",242
Dead,"BR – ENTRETENIMENTO","RECORDTV RORAIMA SD","http://tjtor8411.com:80/Osiel123/Felicidade321/350062.ts","No data (insufficient stream data: 235 bytes)",313
Dead,"BR – ENTRETENIMENTO","RECORDTV THATHI CAMPINAS FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/218787.ts","No data (insufficient stream data: 235 bytes)",326
Dead,"BR – ENTRETENIMENTO","RECORDTV THATHI CAMPINAS FHD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/350090.ts","No data (insufficient stream data: 235 bytes)",262
Dead,"BR – ENTRETENIMENTO","RECORDTV THATHI CAMPINAS HD","http://tjtor8411.com:80/Osiel123/Felicidade321/218788.ts","No data (insufficient stream data: 235 bytes)",261
Dead,"BR – ENTRETENIMENTO","RECORDTV THATHI CAMPINAS HD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/350091.ts","No data (insufficient stream data: 235 bytes)",261
Dead,"BR – ENTRETENIMENTO","RECORDTV THATHI CAMPINAS SD","http://tjtor8411.com:80/Osiel123/Felicidade321/350092.ts","No data (insufficient stream data: 235 bytes)",277
Dead,"BR – ENTRETENIMENTO","RECORDTV VILA REAL FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/218785.ts","No data (insufficient stream data: 235 bytes)",287
Dead,"BR – ENTRETENIMENTO","RECORDTV VILA REAL HD","http://tjtor8411.com:80/Osiel123/Felicidade321/218786.ts","No data (insufficient stream data: 235 bytes)",335
Dead,"BR – ENTRETENIMENTO","REDE RC","http://tv02.logicahost.com.br:1935/rederc/rederc/live.m3u8","Timeout",20333
Alive,"BR – ENTRETENIMENTO","ROYALWORLD NOBREZA E DINASTIAS","https://cc-4e6doav3fdfaw.akamaized.net/playlist.m3u8","",1260
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE [H265 ]","http://tjtor8411.com:80/Osiel123/Felicidade321/112014.ts","No data (insufficient stream data: 235 bytes)",376
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE [H265 ] [2]","http://tjtor8411.com:80/010794/FXz1sY/112014.ts","No data (insufficient stream data: 235 bytes)",358
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE FHD","http://tjtor8411.com:80/Osiel123/Felicidade321/112017.ts","No data (insufficient stream data: 235 bytes)",392
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE FHD [2]","http://tjtor8411.com:80/010794/FXz1sY/112017.ts","No data (insufficient stream data: 235 bytes)",361
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE H265","http://tjtor8411.com:80/Osiel123/Felicidade321/112013.ts","No data (insufficient stream data: 235 bytes)",335
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE H265 [2]","http://tjtor8411.com:80/010794/FXz1sY/112013.ts","No data (insufficient stream data: 235 bytes)",328
Alive,"BR – ENTRETENIMENTO","SABOR & ARTE HD","http://up.kiwi/351921603109/34939156/296639","",2076
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE HD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/112016.ts","No data (insufficient stream data: 235 bytes)",339
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE HD [3]","http://tjtor8411.com:80/010794/FXz1sY/112016.ts","No data (insufficient stream data: 235 bytes)",395
Alive,"BR – ENTRETENIMENTO","SABOR & ARTE SD","http://up.kiwi/351921603109/34939156/296640","",2170
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE SD [2]","http://tjtor8411.com:80/Osiel123/Felicidade321/112015.ts","No data (insufficient stream data: 235 bytes)",305
Dead,"BR – ENTRETENIMENTO","SABOR & ARTE SD [3]","http://tjtor8411.com:80/010794/FXz1sY/112015.ts","No data (insufficient stream data: 235 bytes)",283
Alive,"BR – ENTRETENIMENTO","SALON LINE","https://jmp2.uk/plu-66a7d0e0cd0d310008448610.m3u8","",1565
Dead,"BR – ENTRETENIMENTO","SERTÃO TV","http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8","('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",1179
Dead,"BR – ENTRETENIMENTO","SHOW DO MILHAO","https://d38s7rrdbnh4oy.cloudfront.net/v1/master/215c0da80606fed29372070168106400a6ca7e1a/SSAI-Saudades/index.m3u8","HTTP 504",2034
Alive,"BR – ENTRETENIMENTO","SOU TV","https://video10.logicahost.com.br/soutv/soutv/playlist.m3u8","",1849
Dead,"BR – ENTRETENIMENTO","SOU TV.","https://vdo1.audiostream.com.br:3010/live/soutvlive.m3u8?ManoTV","Timeout",20681
Alive,"BR – ENTRETENIMENTO","TBS H265","http://up.kiwi/351921603109/34939156/1250","",1958
Alive,"BR – ENTRETENIMENTO","TENDA TV","https://tv02.zas.media:1936/tendatv/tendatv/playlist.m3u8","",1851
Dead,"BR – ENTRETENIMENTO","TERCEIRA VIA","https://video01.kshost.com.br:4443/terceira7669/terceira7669/playlist.m3u8","Timeout",20183
Alive,"BR – ENTRETENIMENTO","TERRA VIVA","http://45.162.64.114/TERRAVIVA/index.m3u8","",1180
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [2]","http://45.177.114.115/TERRAVIVA/index.m3u8","",1166
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [3]","http://45.190.28.50/TERRA_VIVA_HD/index.m3u8","",1113
Geoblocked,"BR – ENTRETENIMENTO","TERRA VIVA [4]","http://138.255.2.6:8084/TERRAVIVA/index.m3u8","HTTP 403",293
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [5]","http://168.197.104.22/TERRAVIVA/index.m3u8","",1115
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [6]","http://170.83.16.50/TERRA_VIVA/index.m3u8","",1153
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [7]","http://170.83.49.66:8083/TERRAVIVAHD/index.m3u8","",2046
Alive,"BR – ENTRETENIMENTO","TERRA VIVA [8]","https://9ada494d.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctYnJfVXBseW5rLU5ld2NvX0hMUw/playlist.m3u8","",1231
Geoblocked,"BR – ENTRETENIMENTO","TV 3 CURITIBA","https://stmv.webtvninjas.com.br/tv3/tv3/playlist.m3u8","HTTP 403",443
Alive,"BR – ENTRETENIMENTO","TV A CRITICA","https://cdn.live.br1.jmvstream.com/w/LVW-20715/LVW20715_50E3x2MCm2/playlist.m3u8","",532
Alive,"BR – ENTRETENIMENTO","TV ALDEIA","https://stmv1.samcast.com.br/giovane7843/giovane7843/playlist.m3u8","",1120
Dead,"BR – ENTRETENIMENTO","TV ARAPUAN","https://5b7f3c45ab7c2.streamlock.net/arapuan/ngrp:arapuan_all/playlist.m3u8","HTTP 404",595
Alive,"BR – ENTRETENIMENTO","TV BAHIA","http://hls1.sua.tv/live/globotvbahiafhdbr2/s.m3u8","",966
Dead,"BR – ENTRETENIMENTO","TV BIRIGUI","https://59f2354c05961.streamlock.net:1443/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8","Timeout",20058
Dead,"BR – ENTRETENIMENTO","TV BIRIGUI [2]","http://tv02.logicahost.com.br:1935/tvdigitalbirigui/tvdigitalbirigui/live.m3u8","Timeout",20629
Dead,"BR – ENTRETENIMENTO","TV BIRIGUI [3]","https://59f2354c05961.streamlock.net:1443/tvdigitalbirigui/tvdigitalbirigui/playlist.m3u8","Timeout",20051
Alive,"BR – ENTRETENIMENTO","TV BRICS PORTUGUESE","https://porbrics.mediacdn.ru/cdn/brics/portuguese/playlist.m3u8","",2241
Dead,"BR – ENTRETENIMENTO","TV CLASSICOS","https://stmv1.srvif.com/canal29/canal29/playlist.m3u8","HTTP 404",484
Dead,"BR – ENTRETENIMENTO","TV DAS ARTES","http://tv02.logicahost.com.br:1935/tvdasartes/tvdasartes/playlist.m3u8","Timeout",20446
Dead,"BR – ENTRETENIMENTO","TV DESTAK","http://tv02.logicahost.com.br:1935/pascoal/pascoal/live.m3u8","Timeout",20389
Dead,"BR – ENTRETENIMENTO","TV DESTAK [2]","https://59f2354c05961.streamlock.net:1443/pascoal/_definst_/pascoal/playlist.m3u8","Timeout",20047
Dead,"BR – ENTRETENIMENTO","TV DESTAK [3]","https://59f2354c05961.streamlock.net:1443/pascoal/pascoal/playlist.m3u8","Timeout",20034
Alive,"BR – ENTRETENIMENTO","TV DIFUSAO","https://tvdsoultv.acessaradios.com.br/tvdsoultv/tvdsoultv.stream/playlist.m3u8","",1262
Dead,"BR – ENTRETENIMENTO","TV DIFUSORA (SBT SÃO LUÍS)","https://stream.amsolution.net.br:8443/live/66db1cf131d45/index.m3u8","SSL/TLS error",1792
Dead,"BR – ENTRETENIMENTO","TV DIFUSORA LESTE","https://stream.amsolution.net.br:8443/live/60d0a8ea6b884/index.m3u8","SSL/TLS error",1669
Dead,"BR – ENTRETENIMENTO","TV DIGITAL BIRIGUÍ","http://wse01.logicahost.com.br:1935/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8","Timeout",20800
